time,actual_x,actual_y,plan_x,plan_y,error_m
2025-11-25 18:38:47.047,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:48.147,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:49.147,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:50.247,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:51.247,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:52.347,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:53.347,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:54.447,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:55.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:56.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:57.646,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:58.647,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:38:59.747,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:00.747,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:01.847,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:02.847,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:03.946,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:05.047,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:06.147,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:07.257,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:08.347,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:09.347,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:10.446,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:11.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:12.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:13.647,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:14.747,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:15.847,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:16.947,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:18.047,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:19.047,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:20.147,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:21.247,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:22.347,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:23.448,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:24.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:25.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:26.647,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:27.647,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:28.747,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:29.847,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:30.847,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:31.947,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:33.047,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:34.147,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:35.247,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:36.347,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:37.447,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:38.547,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:39.647,17.78,2.35,17.78,2.35,0.0
2025-11-25 18:39:40.647,17.78,2.35,17.78,2.35,0.0

Avg error: 0.000m | Max error: 0.000m
