time,actual_x,actual_y,plan_x,plan_y,error_m
2025-11-29 17:37:28.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:29.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:30.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:31.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:32.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:33.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:34.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:35.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:37.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:38.196,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:39.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:40.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:41.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:42.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:43.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:44.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:45.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:46.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:47.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:48.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:49.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:50.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:51.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:52.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:53.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:54.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:55.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:56.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:57.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:37:58.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:00.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:01.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:02.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:03.296,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:04.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:05.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:06.496,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:07.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:08.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:09.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:10.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:11.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:12.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:13.896,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:14.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:15.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:16.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:17.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:18.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:20.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:21.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:22.196,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:23.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:24.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:25.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:26.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:27.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:28.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:29.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:30.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:31.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:32.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:33.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:34.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:35.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:36.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:37.996,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:38.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:40.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:41.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:42.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:43.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:44.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:45.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:46.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:47.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:48.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:49.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:50.696,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:51.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:52.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:53.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:54.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:55.896,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:56.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:57.996,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:38:58.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:00.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:01.196,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:02.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:03.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:04.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:05.296,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:06.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:07.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:08.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:09.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:10.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:11.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:12.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:13.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:14.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:15.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:16.896,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:17.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:18.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:19.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:20.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:21.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:22.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:23.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:25.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:26.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:27.296,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:28.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:29.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:30.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:31.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:32.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:33.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:34.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:35.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:36.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:37.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:38.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:39.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:40.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:41.996,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:42.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:44.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:45.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:46.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:47.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:48.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:49.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:50.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:51.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:52.496,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:53.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:54.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:55.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:56.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:57.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:58.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:39:59.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:00.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:01.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:02.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:03.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:05.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:06.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:07.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:08.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:09.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:10.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:11.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:12.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:13.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:14.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:15.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:16.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:17.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:18.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:19.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:20.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:22.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:23.196,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:24.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:25.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:26.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:27.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:28.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:29.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:30.596,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:31.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:32.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:33.696,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:34.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:35.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:36.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:37.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:38.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:40.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:41.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:42.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:43.097,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:44.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:45.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:46.396,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:47.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:48.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:49.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:50.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:51.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:52.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:53.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:54.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:55.796,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:56.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:57.896,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:58.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:40:59.897,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:00.997,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:02.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:03.096,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:04.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:05.197,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:06.296,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:07.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:08.297,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:09.397,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:10.497,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:11.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:12.597,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:13.697,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:14.797,18.0,1.5,18.0,1.5,0.0
2025-11-29 17:41:15.896,18.0,1.5,18.0,1.5,0.0

Avg error: 0.000m | Max error: 0.000m
