time,actual_x,actual_y,plan_x,plan_y,error_m
2025-11-27 17:37:19.203,17.339,11.396,17.355,11.398,0.017
2025-11-27 17:37:20.302,17.376,11.051,17.395,11.053,0.019
2025-11-27 17:37:21.303,17.417,10.691,17.436,10.693,0.019
2025-11-27 17:37:22.403,17.456,10.335,17.477,10.337,0.021
2025-11-27 17:37:23.403,17.474,10.155,17.498,10.157,0.023
2025-11-27 17:37:24.502,17.518,9.798,17.539,9.8,0.021
2025-11-27 17:37:25.503,17.544,9.436,17.58,9.44,0.036
2025-11-27 17:37:26.603,17.559,9.269,17.599,9.273,0.04
2025-11-27 17:37:27.603,17.634,8.85,17.647,8.852,0.013
2025-11-27 17:37:28.603,17.729,8.602,17.677,8.596,0.052
2025-11-27 17:37:29.703,17.804,8.423,17.698,8.411,0.107
2025-11-27 17:37:30.803,17.935,8.114,17.735,8.091,0.202
2025-11-27 17:37:31.803,18.015,7.91,17.759,7.881,0.258
2025-11-27 17:37:32.903,18.028,7.579,17.796,7.552,0.234
2025-11-27 17:37:33.903,17.964,7.44,17.811,7.422,0.154
2025-11-27 17:37:35.002,17.868,7.303,17.825,7.299,0.043
2025-11-27 17:37:36.003,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:37.003,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:38.103,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:39.103,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:40.203,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:41.303,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:42.303,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:43.303,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:44.403,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:45.403,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:46.502,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:47.503,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:48.603,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:49.603,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:50.703,17.769,7.169,17.839,7.177,0.071
2025-11-27 17:37:51.803,17.797,7.198,17.836,7.202,0.04
2025-11-27 17:37:52.903,17.797,7.198,17.836,7.202,0.04
2025-11-27 17:37:54.003,17.797,7.198,17.836,7.202,0.04
2025-11-27 17:37:55.003,17.797,7.198,17.836,7.202,0.04
2025-11-27 17:37:56.103,17.797,7.198,17.836,7.202,0.04
2025-11-27 17:37:57.103,17.797,7.198,17.836,7.202,0.04
2025-11-27 17:37:58.203,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:37:59.203,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:00.303,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:01.403,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:02.403,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:03.403,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:04.502,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:05.503,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:06.603,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:07.603,17.794,7.191,17.837,7.196,0.043
2025-11-27 17:38:08.702,17.592,6.914,17.866,6.945,0.275
2025-11-27 17:38:09.709,17.402,6.627,17.896,6.684,0.497
2025-11-27 17:38:10.803,17.191,6.342,17.925,6.426,0.739
2025-11-27 17:38:11.804,16.987,6.055,17.955,6.166,0.975
2025-11-27 17:38:12.903,16.796,5.77,17.985,5.906,1.197
2025-11-27 17:38:14.003,16.589,5.486,18.015,5.65,1.435
2025-11-27 17:38:15.103,16.368,5.202,18.044,5.394,1.686
2025-11-27 17:38:16.202,16.129,4.779,18.089,5.004,1.973
2025-11-27 17:38:17.203,15.951,4.496,18.118,4.744,2.181
2025-11-27 17:38:18.303,15.737,4.128,18.157,4.405,2.436
2025-11-27 17:38:19.403,15.651,3.925,18.179,4.215,2.545

Avg error: 0.235m | Max error: 2.545m
